[2025-08-24T15:37:35.1475538+09:00] Ellen
Gravity: <0, -9.81, 0>
EffectiveGravity: <0, -9.81, 0>
SolverIterationCount: 8
SubstepCount: 1
Damping: 0.98
BoneBlendFactor: 0.5
GroundHeight: 0
Restitution: 0.2
Friction: 0.5
LockTranslation: True
RigidBody: 頭 BoneIndex:10 Mass:14.625 Shape:Capsule LinearDamping:0.5 AngularDamping:0.5 Restitution:0 Friction:0.5 Position:<0, 18.080936, -0.17313504> Rotation:<-0, 0, -0> Size:<0.8, 0.8, 0> Group:0 Mask:65535 Mode:FollowBone
RigidBody: Skirt_0_5 BoneIndex:164 Mass:15 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.8580924, 12.968044, -0.4775364> Rotation:<-0.32392347, 0.54864925, -0.007248721> Size:<0.39078614, 0.388206, 0.1> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_0_6 BoneIndex:165 Mass:15 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.30967855, 12.964939, -0.6817076> Rotation:<-0.33105573, 0.1685214, -0.0024095045> Size:<0.41988698, 0.38947618, 0.1> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_0_7 BoneIndex:166 Mass:15 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.30967915, 12.964939, -0.68170744> Rotation:<-0.3310559, -0.16852184, 0.0024095045> Size:<0.41988692, 0.38947618, 0.1> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_0_8 BoneIndex:167 Mass:15 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.8580928, 12.968044, -0.47753608> Rotation:<-0.32392335, -0.5486495, 0.0072487234> Size:<0.3907861, 0.388206, 0.1> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_0_9 BoneIndex:168 Mass:15 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.2099278, 12.972202, -0.11596733> Rotation:<-0.30736923, -1.0746844, 0.0114829475> Size:<0.35574532, 0.3867825, 0.1> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_0_10 BoneIndex:169 Mass:15 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.2845831, 12.9749565, 0.3289348> Rotation:<-0.2659224, -1.7279301, 0.011883728> Size:<0.34917587, 0.3868527, 0.1> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_0_11 BoneIndex:170 Mass:15 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.0649558, 12.975315, 0.7722739> Rotation:<-0.17347158, -2.2892597, 0.008343118> Size:<0.37604713, 0.38740534, 0.1> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_0_12 BoneIndex:171 Mass:15 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.60135996, 12.974232, 1.0866938> Rotation:<-0.08512139, -2.749478, 0.0040002973> Size:<0.40962175, 0.38681972, 0.1> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_0 BoneIndex:172 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<4.7699523E-08, 12.401519, 1.230145> Rotation:<-0.05235958, 3.1415925, 0> Size:<0.5011872, 0.40641758, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_1 BoneIndex:173 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.67473745, 12.405205, 1.1088543> Rotation:<-0.08299274, 2.7687464, 0.0064551802> Size:<0.48286572, 0.40734708, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_2 BoneIndex:174 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.1949005, 12.414099, 0.77274823> Rotation:<-0.16837204, 2.3186083, 0.008973748> Size:<0.44081798, 0.40865865, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_3 BoneIndex:175 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.4413261, 12.423348, 0.29878235> Rotation:<-0.26476637, 1.7349771, 0.0038891248> Size:<0.41648006, 0.40738562, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_4 BoneIndex:176 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.3575615, 12.429132, -0.21130666> Rotation:<-0.31646946, 1.08818, -0.0049042096> Size:<0.4327577, 0.40403092, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_5 BoneIndex:177 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.9627959, 12.430685, -0.636155> Rotation:<-0.3559956, 0.56736845, -0.007247511> Size:<0.4694639, 0.40186045, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_6 BoneIndex:178 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.34746516, 12.430243, -0.8760786> Rotation:<-0.3788357, 0.17527111, -0.0031424284> Size:<0.4978198, 0.4008713, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_7 BoneIndex:179 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.3474658, 12.430243, -0.8760785> Rotation:<-0.3788358, -0.17527153, 0.0031424286> Size:<0.49781975, 0.40087134, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_8 BoneIndex:180 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.9627963, 12.430685, -0.63615465> Rotation:<-0.35599563, -0.56736875, 0.007247511> Size:<0.46946388, 0.40186045, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_9 BoneIndex:181 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.3575618, 12.429132, -0.21130627> Rotation:<-0.31646943, -1.0881801, 0.00490421> Size:<0.4327577, 0.40403092, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_10 BoneIndex:182 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.4413264, 12.423348, 0.29878265> Rotation:<-0.26476613, -1.7349776, -0.0038891248> Size:<0.41648006, 0.40738562, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_11 BoneIndex:183 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.1949005, 12.414099, 0.77274853> Rotation:<-0.16837196, -2.3186088, -0.008973746> Size:<0.44081804, 0.40865865, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_1_12 BoneIndex:184 Mass:12.02 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.6747372, 12.405205, 1.1088543> Rotation:<-0.082992725, -2.7687466, -0.0064551807> Size:<0.48286572, 0.40734708, 0.11000001> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_0 BoneIndex:185 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<4.7699523E-08, 11.82947, 1.2601247> Rotation:<-0.052359752, 3.1415925, 0> Size:<0.57801926, 0.42641664, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_1 BoneIndex:186 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.7481146, 11.83627, 1.1310326> Rotation:<-0.081566915, 2.7840974, 0.012940769> Size:<0.55620205, 0.42672825, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_2 BoneIndex:187 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.3248448, 11.853107, 0.77326596> Rotation:<-0.16551101, 2.3430514, 0.023394816> Size:<0.5057329, 0.42718703, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_3 BoneIndex:188 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.5980694, 11.871837, 0.2686488> Rotation:<-0.26469883, 1.7420589, 0.026206769> Size:<0.48212737, 0.4267587, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_4 BoneIndex:189 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.5051954, 11.886554, -0.30675742> Rotation:<-0.30725813, 1.1101508, 0.017969185> Size:<0.50666994, 0.42633197, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_5 BoneIndex:190 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.0674992, 11.894095, -0.79506147> Rotation:<-0.32604524, 0.59543574, 0.008161663> Size:<0.54639035, 0.42755327, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_6 BoneIndex:191 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.38525176, 11.896347, -1.070861> Rotation:<-0.33341408, 0.18597503, 0.0021002667> Size:<0.57537997, 0.4288509, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_7 BoneIndex:192 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.38525242, 11.896347, -1.0708609> Rotation:<-0.333414, -0.18597534, -0.0021002674> Size:<0.57537997, 0.4288509, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_8 BoneIndex:193 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.0674996, 11.894095, -0.7950611> Rotation:<-0.3260454, -0.59543616, -0.008161663> Size:<0.5463903, 0.42755327, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_9 BoneIndex:194 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.5051956, 11.886554, -0.30675703> Rotation:<-0.30725774, -1.1101509, -0.017969185> Size:<0.5066698, 0.42633194, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_10 BoneIndex:195 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.5980694, 11.871837, 0.268649> Rotation:<-0.2646986, -1.7420591, -0.026206775> Size:<0.48212737, 0.4267587, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_11 BoneIndex:196 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.3248448, 11.853107, 0.7732662> Rotation:<-0.16551094, -2.3430517, -0.023394812> Size:<0.505733, 0.42718703, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_2_12 BoneIndex:197 Mass:9.04 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.74811435, 11.83627, 1.1310327> Rotation:<-0.08156689, -2.7840977, -0.01294077> Size:<0.556202, 0.42672825, 0.120000005> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_0 BoneIndex:198 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<4.7699523E-08, 11.2574215, 1.2901044> Rotation:<-0.05235996, 3.1415925, 0> Size:<0.6548834, 0.44641662, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_1 BoneIndex:199 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.8214917, 11.268862, 1.1532192> Rotation:<-0.08046105, 2.7968748, 0.020312978> Size:<0.6296396, 0.44583476, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_2 BoneIndex:200 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.4547894, 11.295807, 0.77380395> Rotation:<-0.16349474, 2.3637395, 0.03564718> Size:<0.57075787, 0.44506297, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_3 BoneIndex:201 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.7548125, 11.3219185, 0.23852408> Rotation:<-0.26510763, 1.7468263, 0.03662484> Size:<0.5443164, 0.44585413, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_4 BoneIndex:202 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.6528292, 11.336161, -0.3917961> Rotation:<-0.2920861, 1.117218, 0.021042334> Size:<0.5742314, 0.4498787, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_5 BoneIndex:203 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.1722025, 11.336575, -0.9320142> Rotation:<-0.2738647, 0.6059403, 0.0070275674> Size:<0.61965287, 0.45626873, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_6 BoneIndex:204 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.42303833, 11.332052, -1.2371837> Rotation:<-0.25493822, 0.19000806, 0.0011412202> Size:<0.65214396, 0.4611218, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_7 BoneIndex:205 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.42303902, 11.332052, -1.2371836> Rotation:<-0.25493822, -0.19000837, -0.0011412203> Size:<0.65214396, 0.4611218, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_8 BoneIndex:206 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.172203, 11.336575, -0.93201387> Rotation:<-0.2738647, -0.60594064, -0.0070275697> Size:<0.61965275, 0.45626873, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_9 BoneIndex:207 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.6528294, 11.336161, -0.39179575> Rotation:<-0.29208604, -1.1172184, -0.02104234> Size:<0.57423127, 0.4498787, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_10 BoneIndex:208 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.7548125, 11.3219185, 0.23852426> Rotation:<-0.26510766, -1.7468264, -0.03662484> Size:<0.5443164, 0.44585413, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_11 BoneIndex:209 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.4547894, 11.295807, 0.7738042> Rotation:<-0.16349487, -2.3637395, -0.035647176> Size:<0.5707579, 0.44506297, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_3_12 BoneIndex:210 Mass:6.0599995 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.8214915, 11.268862, 1.1532195> Rotation:<-0.08046123, -2.796875, -0.020312984> Size:<0.6296397, 0.44583476, 0.13> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_0 BoneIndex:211 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<4.7699523E-08, 10.685373, 1.3200843> Rotation:<-0.05235996, 3.1415925, 0> Size:<0.7317747, 0.46641663, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_1 BoneIndex:212 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.89486897, 10.702656, 1.175411> Rotation:<-0.07937256, 2.8077593, 0.029185109> Size:<0.7031604, 0.4655381, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_2 BoneIndex:213 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.5847341, 10.741412, 0.77435374> Rotation:<-0.16103601, 2.381431, 0.046193894> Size:<0.6358765, 0.46435687, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_3 BoneIndex:214 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.9115558, 10.773256, 0.20840448> Rotation:<-0.26510984, 1.7497922, 0.034166314> Size:<0.60323185, 0.46555275, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_4 BoneIndex:215 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.8004631, 10.779256, -0.46319005> Rotation:<-0.28056103, 1.1078, 0.0030787142> Size:<0.63585365, 0.47070956, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_5 BoneIndex:216 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.2769059, 10.761819, -1.0401793> Rotation:<-0.23161638, 0.5978747, -0.011793055> Size:<0.6895637, 0.47805795, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_6 BoneIndex:217 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.46082497, 10.742842, -1.3661742> Rotation:<-0.19184245, 0.18714039, -0.006459966> Size:<0.7281978, 0.4835341, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_7 BoneIndex:218 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.46082568, 10.742842, -1.3661742> Rotation:<-0.19184262, -0.18714067, 0.006459966> Size:<0.7281978, 0.4835341, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_8 BoneIndex:219 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.2769064, 10.761819, -1.0401788> Rotation:<-0.23161621, -0.597875, 0.011793057> Size:<0.68956363, 0.47805795, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_9 BoneIndex:220 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.8004632, 10.779256, -0.46318966> Rotation:<-0.28056115, -1.1078004, -0.0030787152> Size:<0.6358535, 0.47070956, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_10 BoneIndex:221 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.9115558, 10.773256, 0.20840469> Rotation:<-0.2651099, -1.7497922, -0.034166317> Size:<0.6032318, 0.46555275, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_11 BoneIndex:222 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.5847341, 10.741412, 0.774354> Rotation:<-0.16103572, -2.381431, -0.04619389> Size:<0.63587654, 0.46435684, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_4_12 BoneIndex:223 Mass:3.0799997 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.89486873, 10.702656, 1.1754112> Rotation:<-0.079372525, -2.8077595, -0.029185105> Size:<0.7031604, 0.4655381, 0.14> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_0 BoneIndex:224 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<4.7699523E-08, 10.113324, 1.350064> Rotation:<-0.05235979, 3.1415925, 0> Size:<0.80865484, 0.4864176, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_1 BoneIndex:225 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.9682462, 10.135567, 1.1976099> Rotation:<-0.07805098, 2.8170307, 0.037534866> Size:<0.7766727, 0.48670882, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_2 BoneIndex:226 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.7146788, 10.184885, 0.7749212> Rotation:<-0.15694706, 2.396624, 0.055319447> Size:<0.7010679, 0.48714018, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_3 BoneIndex:227 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<2.068299, 10.223675, 0.17829242> Rotation:<-0.26364747, 1.7531955, 0.028389962> Size:<0.6608448, 0.48673713, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_4 BoneIndex:228 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.948097, 10.226757, -0.5249976> Rotation:<-0.28174093, 1.0890754, -0.019433104> Size:<0.69487554, 0.48451114, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_5 BoneIndex:229 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<1.3816094, 10.198921, -1.1281302> Rotation:<-0.22630583, 0.57857615, -0.033674832> Size:<0.7578785, 0.4812286, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_6 BoneIndex:230 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<0.49861163, 10.17089, -1.4689596> Rotation:<-0.18077828, 0.18003908, -0.01502685> Size:<0.8038777, 0.47882056, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_7 BoneIndex:231 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.49861228, 10.17089, -1.4689596> Rotation:<-0.18077825, -0.18003938, 0.015026852> Size:<0.80387765, 0.47882056, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_8 BoneIndex:232 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.3816097, 10.198921, -1.1281297> Rotation:<-0.22630568, -0.57857656, 0.03367484> Size:<0.75787836, 0.48122853, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_9 BoneIndex:233 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.948097, 10.226757, -0.5249971> Rotation:<-0.28174016, -1.0890757, 0.019433105> Size:<0.6948754, 0.48451108, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_10 BoneIndex:234 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-2.0682988, 10.223675, 0.17829266> Rotation:<-0.26364666, -1.7531958, -0.028389957> Size:<0.6608447, 0.48673707, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_11 BoneIndex:235 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-1.7146785, 10.184885, 0.7749215> Rotation:<-0.15694661, -2.396624, -0.055319443> Size:<0.7010679, 0.48714012, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_5_12 BoneIndex:236 Mass:0.1 Shape:Box LinearDamping:0.9999 AngularDamping:1 Restitution:0 Friction:0 Position:<-0.96824586, 10.135567, 1.1976101> Rotation:<-0.078050904, -2.817031, -0.037534878> Size:<0.7766726, 0.48670876, 0.15> Group:5 Mask:65503 Mode:PhysicsWithBoneAlignment
RigidBody: Skirt_0_1 BoneIndex:250 Mass:30 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.826195, -1.115804> Rotation:<1.524121, 3.1415927, -0> Size:<0.5, 0.4017887, 0.1> Group:6 Mask:65438 Mode:Physics
RigidBody: Skirt_1_1 BoneIndex:251 Mass:27.76 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.788694, -1.918506> Rotation:<1.5241228, 3.1415927, -0> Size:<0.8, 0.4017887, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_2_1 BoneIndex:252 Mass:24.848 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.7512045, -2.721208> Rotation:<1.5241228, 3.1415927, -0> Size:<1, 0.4017885, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_3_1 BoneIndex:253 Mass:21.488 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.713715, -3.52391> Rotation:<1.5241228, 3.1415927, -0> Size:<1, 0.4017886, 0.1> Group:6 Mask:65439 Mode:Physics
RigidBody: Skirt_4_1 BoneIndex:254 Mass:17.904 Shape:Capsule LinearDamping:0.99 AngularDamping:2 Restitution:0 Friction:0 Position:<2.682209E-06, 12.676219, -4.326612> Rotation:<1.5241222, 3.1415927, 0> Size:<1, 0.40178853, 0.1> Group:6 Mask:65439 Mode:Physics
